scope,element_type,metric,eligible_papers,observed_papers,dominant_value,dominant_count,dominant_ratio,second_value,second_count,min,median,max,recent_consistency,confidence,source_type,notes
modern_format_eligible,title,alignment,7,7,CENTER,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,abstract,font,7,7,Chinese serif/Song-style appearance (visual only),7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,abstract,size_pt,7,0,UNKNOWN,0,0.0,,0,,,,UNKNOWN,LOW,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,abstract,alignment,7,7,JUSTIFIED_OR_FULL,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,body,font,7,7,Chinese serif/Song-style appearance (visual only),7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,body,size_pt,7,0,UNKNOWN,0,0.0,,0,,,,UNKNOWN,LOW,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,body,alignment,7,7,JUSTIFIED_OR_FULL,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,body,line_spacing,7,7,COMPACT_SINGLE_TO_1_5_LIKE,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,body,first_line_indent_mm,7,7,VISIBLE_FIRST_LINE_INDENT,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,heading_1,font,7,7,Chinese serif/Song-style appearance (visual only),7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,heading_1,size_pt,7,0,UNKNOWN,0,0.0,,0,,,,UNKNOWN,LOW,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,heading_2,size_pt,7,0,UNKNOWN,0,0.0,,0,,,,UNKNOWN,LOW,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,heading_3,size_pt,7,0,UNKNOWN,0,0.0,,0,,,,UNKNOWN,LOW,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,figure,caption_present,7,7,PRESENT,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,table,caption_present,7,6,PRESENT,6,0.8571,UNKNOWN_VISUAL_REVIEW_REQUIRED,1,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,table,three_line_table,7,6,BOLD_TOP_BOTTOM_RULES_OBSERVED,5,0.7143,UNKNOWN_VISUAL_REVIEW_REQUIRED,1,,,,MEDIUM,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,equation,equation_present,7,6,PRESENT,6,0.8571,UNKNOWN_VISUAL_REVIEW_REQUIRED,1,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,equation,numbering_present,7,6,PRESENT,6,0.8571,UNKNOWN_VISUAL_REVIEW_REQUIRED,1,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,references,present,7,7,PRESENT,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,references,entry_count,7,7,0,7,1.0,,0,0.0,0.0,0.0,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,appendix,present,7,7,PRESENT,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,header_footer,header_present,7,7,NOT_CONFIRMED,6,0.8571,PRESENT_ON_BODY_PAGES,1,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,header_footer,footer_present,7,7,NOT_CONFIRMED,7,1.0,,0,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
modern_format_eligible,header_footer,page_number_present,7,7,PRESENT_BOTTOM_CENTERED,6,0.8571,PRESENT_TOP_RIGHT_AND_BOTTOM_CENTERED,1,,,,HIGH,MEDIUM,MODERN_VISUAL_OBSERVED,"Per-paper modes from the current database's format-eligible modern sample; sample is recent and small, not a national prevalence estimate."
