sample_order,paper_id,check_id,status,expected,actual,evidence
15,CUMCM-2013-D-001,source_sha_match,PASS,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,2013年数学建模国赛真题+优秀论文/2013D：城市公共自行车服务系统运行状况和效率分析/论文.doc
15,CUMCM-2013-D-001,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
15,CUMCM-2013-D-001,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
15,CUMCM-2013-D-001,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
15,CUMCM-2013-D-001,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
15,CUMCM-2013-D-001,sample_pages_valid,PASS,1..81,"1,41,81",catalog/scale/g8_doc_authoritative_extraction_text/CUMCM-2013-D-001/manifest.json
15,CUMCM-2013-D-001,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/15_CUMCM-2013-D-001
15,CUMCM-2013-D-001,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/15_CUMCM-2013-D-001
16,CUMCM-2014-D-003,source_exists,PASS,1,1,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014D：储药槽的设计/D-储药槽的设计.doc
16,CUMCM-2014-D-003,source_sha_match,PASS,2C45B7888C43355B39D0BC01726D842D4744C55DC1E2F8AF829B7DB9D8D4AA35,2C45B7888C43355B39D0BC01726D842D4744C55DC1E2F8AF829B7DB9D8D4AA35,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014D：储药槽的设计/D-储药槽的设计.doc
16,CUMCM-2014-D-003,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
16,CUMCM-2014-D-003,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
16,CUMCM-2014-D-003,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
16,CUMCM-2014-D-003,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
16,CUMCM-2014-D-003,sample_pages_valid,PASS,1..33,"1,17,33",catalog/scale/g8_doc_authoritative_extraction_text/CUMCM-2014-D-003/manifest.json
16,CUMCM-2014-D-003,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/16_CUMCM-2014-D-003
16,CUMCM-2014-D-003,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/16_CUMCM-2014-D-003
17,CUMCM-2011-A-003,source_exists,PASS,1,1,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（6）.doc
17,CUMCM-2011-A-003,source_sha_match,PASS,FDA40E0C371BD0C91806B4CB581162EC0F1C3B51A7CAEF492EDD71D6E602E038,FDA40E0C371BD0C91806B4CB581162EC0F1C3B51A7CAEF492EDD71D6E602E038,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（6）.doc
17,CUMCM-2011-A-003,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
17,CUMCM-2011-A-003,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
17,CUMCM-2011-A-003,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
17,CUMCM-2011-A-003,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
17,CUMCM-2011-A-003,sample_pages_valid,PASS,1..16,"1,8,16",catalog/scale/g8_doc_authoritative_extraction_text/CUMCM-2011-A-003/manifest.json
17,CUMCM-2011-A-003,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/17_CUMCM-2011-A-003
17,CUMCM-2011-A-003,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/17_CUMCM-2011-A-003
18,CUMCM-2012-B-007,source_exists,PASS,1,1,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012B：太阳能小屋的设计 (2)/10121505.doc
18,CUMCM-2012-B-007,source_sha_match,PASS,F34850D4339E358C6A8C548224CEC919AFAA1B0F4ADB660A81114C20D717015F,F34850D4339E358C6A8C548224CEC919AFAA1B0F4ADB660A81114C20D717015F,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012B：太阳能小屋的设计 (2)/10121505.doc
18,CUMCM-2012-B-007,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
18,CUMCM-2012-B-007,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
18,CUMCM-2012-B-007,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
18,CUMCM-2012-B-007,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
18,CUMCM-2012-B-007,sample_pages_valid,PASS,1..33,"1,17,33",catalog/scale/g8_doc_authoritative_extraction_text/CUMCM-2012-B-007/manifest.json
18,CUMCM-2012-B-007,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/18_CUMCM-2012-B-007
18,CUMCM-2012-B-007,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/18_CUMCM-2012-B-007
19,CUMCM-1999-B-003,source_exists,PASS,1,1,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999B：钻井布局.pdf
19,CUMCM-1999-B-003,source_sha_match,PASS,E837A050E1F8C8FBACEF5C9614A37002858951C7AD98B2E2F051456B010AC568,E837A050E1F8C8FBACEF5C9614A37002858951C7AD98B2E2F051456B010AC568,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999B：钻井布局.pdf
19,CUMCM-1999-B-003,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
19,CUMCM-1999-B-003,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
19,CUMCM-1999-B-003,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
19,CUMCM-1999-B-003,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
19,CUMCM-1999-B-003,sample_pages_valid,PASS,1..6,"1,3,6",catalog/scale/g9_paper_index.csv
19,CUMCM-1999-B-003,review_render_generated,PASS,3 non-empty PNG,3,reports/scale/g11_manual_sample_review/19_CUMCM-1999-B-003
19,CUMCM-1999-B-003,review_packet_complete,PASS,7 expected files,7,reports/scale/g11_manual_sample_review/19_CUMCM-1999-B-003
20,CUMCM-2008-C-004,source_exists,PASS,1,1,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索的优化模型》.pdf
20,CUMCM-2008-C-004,source_sha_match,PASS,73FEE41DA723C0FA080D0E3050B8585405510151FB6AEF69FEE292972D29F045,73FEE41DA723C0FA080D0E3050B8585405510151FB6AEF69FEE292972D29F045,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索的优化模型》.pdf
20,CUMCM-2008-C-004,artifact_set_exists,PASS,all 3 files,missing=,catalog/scale/g8_artifact_manifest.csv
20,CUMCM-2008-C-004,artifact_hashes_match,PASS,all 3 SHA256 match,mismatch=,catalog/scale/g8_artifact_manifest.csv
20,CUMCM-2008-C-004,index_record_exists,PASS,1,1,catalog/scale/g9_paper_index.csv
20,CUMCM-2008-C-004,identity_binding_correct,PASS,paper_id/year/problem/eligible match,1,catalog/scale/g9_paper_index.csv
20,CUMCM-2008-C-004,sample_pages_valid,PASS,1..14,"1,7,14",catalog/scale/g9_paper_index.csv
