sample_order,paper_id,source_page,packet_page_role,source_path,source_sha256,formal_artifact_path,formal_artifact_sha256,formal_excerpt_path,formal_excerpt_sha256,render_path,render_sha256,render_width,render_height,render_dpi
5,CUMCM-1996-B-003,4,C,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996B：节水洗衣机的设计.pdf,96257EB5FD8EE017CBE33AAD705C4451E444DAEF10172DBA9DC2C8E3F20533CC,derived/scale/papers/CUMCM-1996-B-003/paper.md,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,reports/scale/g11_targeted_visual_diagnostic/05_CUMCM-1996-B-003/page_C_formal_excerpt.txt,56F32E566D1CE0E3C76BD39D22132277463859E1A3632626571983E73C684136,reports/scale/g11_targeted_visual_diagnostic/05_CUMCM-1996-B-003/page_C.png,7EDE1FBAC24ED5DEF529AC4C01360CA738B0227A314090FFBECFE65441779A8B,1418,1955,180
6,CUMCM-1997-A-009,1,A,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：关于零件参数问题的建模.pdf,FF068F978532B4A37B625C35EFCBF72E2BBD2EFDA2638E93BD0D77B8483EA314,derived/scale/papers/CUMCM-1997-A-009/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,reports/scale/g11_targeted_visual_diagnostic/06_CUMCM-1997-A-009/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/06_CUMCM-1997-A-009/page_A.png,10987D7C93E1BC47B50312C93C0017DEB7D364EFCCF7EC2869592B4B119E1FB5,1460,1973,180
6,CUMCM-1997-A-009,3,B,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：关于零件参数问题的建模.pdf,FF068F978532B4A37B625C35EFCBF72E2BBD2EFDA2638E93BD0D77B8483EA314,derived/scale/papers/CUMCM-1997-A-009/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,reports/scale/g11_targeted_visual_diagnostic/06_CUMCM-1997-A-009/page_B_formal_excerpt.txt,8E39603F34171F1CD455EEE0089322C9F310F976C877031C7B352C86A3A8268E,reports/scale/g11_targeted_visual_diagnostic/06_CUMCM-1997-A-009/page_B.png,0FDF9FCCB63A840533AF83E9DDF7AE21ED74931EEFD795CA28BDCA2EB1B6A910,1460,1973,180
6,CUMCM-1997-A-009,5,C,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：关于零件参数问题的建模.pdf,FF068F978532B4A37B625C35EFCBF72E2BBD2EFDA2638E93BD0D77B8483EA314,derived/scale/papers/CUMCM-1997-A-009/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,reports/scale/g11_targeted_visual_diagnostic/06_CUMCM-1997-A-009/page_C_formal_excerpt.txt,0C3C244E0E5C7AFB97FF218EF45EC390F3ED947741AD0973F952FFA4B15197B0,reports/scale/g11_targeted_visual_diagnostic/06_CUMCM-1997-A-009/page_C.png,AB8B51BDC68451392D49F1CF0934FC85C9D75B3445481C0FA4DE246A064E9801,1460,1973,180
7,CUMCM-1998-A-001,1,A,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资收益与风险的优化模型.pdf,4A2874E66796AC3E5CEF35A48C2A4BB0E73094E824DE2335C0091F86EE51AC27,derived/scale/papers/CUMCM-1998-A-001/paper.md,96063CBA314A4F2CBA5DBE2319045D111F6D07789F83372C519D124C7AA4C1B2,reports/scale/g11_targeted_visual_diagnostic/07_CUMCM-1998-A-001/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/07_CUMCM-1998-A-001/page_A.png,45D608351F01C99B9C5BBA7E9E501E23E78D687BEC7DF90AD22F351E99B7C312,1495,1983,180
7,CUMCM-1998-A-001,2,B,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资收益与风险的优化模型.pdf,4A2874E66796AC3E5CEF35A48C2A4BB0E73094E824DE2335C0091F86EE51AC27,derived/scale/papers/CUMCM-1998-A-001/paper.md,96063CBA314A4F2CBA5DBE2319045D111F6D07789F83372C519D124C7AA4C1B2,reports/scale/g11_targeted_visual_diagnostic/07_CUMCM-1998-A-001/page_B_formal_excerpt.txt,6F0715FAF9EA14A4F9A44BDE9DAA01D0C67D0D3496608A29D3BA03C8C4FE24A9,reports/scale/g11_targeted_visual_diagnostic/07_CUMCM-1998-A-001/page_B.png,94F43F3930A9A38F1AAE58461A1272DFF4A14AD0CB653749906047AFEDDFF9F8,1495,1983,180
8,CUMCM-2001-A-002,1,A,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题.pdf,6AAB07C9A698931E3B7F6B8E60906E643D98E5A51677904FA79138793321AC8F,derived/scale/papers/CUMCM-2001-A-002/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,reports/scale/g11_targeted_visual_diagnostic/08_CUMCM-2001-A-002/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/08_CUMCM-2001-A-002/page_A.png,4A718161B5CF6ED7D4C575E41EB4FA64EA2DA47F1075D7884F72C55AD79D8130,1488,2103,180
8,CUMCM-2001-A-002,3,B,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题.pdf,6AAB07C9A698931E3B7F6B8E60906E643D98E5A51677904FA79138793321AC8F,derived/scale/papers/CUMCM-2001-A-002/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,reports/scale/g11_targeted_visual_diagnostic/08_CUMCM-2001-A-002/page_B_formal_excerpt.txt,8E39603F34171F1CD455EEE0089322C9F310F976C877031C7B352C86A3A8268E,reports/scale/g11_targeted_visual_diagnostic/08_CUMCM-2001-A-002/page_B.png,513984D51EFC30225493333C8346AC14A0586ACED9C216B436FAF504AE59EFF6,1488,2103,180
8,CUMCM-2001-A-002,5,C,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题.pdf,6AAB07C9A698931E3B7F6B8E60906E643D98E5A51677904FA79138793321AC8F,derived/scale/papers/CUMCM-2001-A-002/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,reports/scale/g11_targeted_visual_diagnostic/08_CUMCM-2001-A-002/page_C_formal_excerpt.txt,0C3C244E0E5C7AFB97FF218EF45EC390F3ED947741AD0973F952FFA4B15197B0,reports/scale/g11_targeted_visual_diagnostic/08_CUMCM-2001-A-002/page_C.png,C495AE1F832A9565D782AC20B853247C686F8D4102081B3D64A036DC773613B9,1488,2103,180
9,CUMCM-2002-A-002,1,A,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案.pdf,8E981B48894748BD7C77F8BC20987C633A743CF674A0DFC7F718B87B3ED850B9,derived/scale/papers/CUMCM-2002-A-002/paper.md,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,reports/scale/g11_targeted_visual_diagnostic/09_CUMCM-2002-A-002/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/09_CUMCM-2002-A-002/page_A.png,107DA6276D7BD78E5201C6E17E10A432E9788DF5666AAC7F7F6C22C0D581CD9B,1488,2103,180
9,CUMCM-2002-A-002,5,B,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案.pdf,8E981B48894748BD7C77F8BC20987C633A743CF674A0DFC7F718B87B3ED850B9,derived/scale/papers/CUMCM-2002-A-002/paper.md,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,reports/scale/g11_targeted_visual_diagnostic/09_CUMCM-2002-A-002/page_B_formal_excerpt.txt,8C9145BA8ED076231DE9ECF6C7B0FCA669AEB4A94467F73735096681955A5104,reports/scale/g11_targeted_visual_diagnostic/09_CUMCM-2002-A-002/page_B.png,2E418F428CC781387319B04920EC3218EE605C12B82BBA3EC140FAA95ECB7EB5,1488,2103,180
9,CUMCM-2002-A-002,10,C,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案.pdf,8E981B48894748BD7C77F8BC20987C633A743CF674A0DFC7F718B87B3ED850B9,derived/scale/papers/CUMCM-2002-A-002/paper.md,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,reports/scale/g11_targeted_visual_diagnostic/09_CUMCM-2002-A-002/page_C_formal_excerpt.txt,C64BF4C8F4C1CDF188E5EAC7845E92256479A37CC990B8B7AD4F6E3DCF41477B,reports/scale/g11_targeted_visual_diagnostic/09_CUMCM-2002-A-002/page_C.png,6AC45B7FB3961C87C6DD71B7DA3F0A415EAEBC94BE4781DA54B64A44B4DA2258,1488,2103,180
10,CUMCM-2003-A-002,1,A,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型.pdf,09FAC486AFB2A0AF905E373CF070497044B24FC21413D803B5DF8AC174CF61FC,derived/scale/papers/CUMCM-2003-A-002/paper.md,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,reports/scale/g11_targeted_visual_diagnostic/10_CUMCM-2003-A-002/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/10_CUMCM-2003-A-002/page_A.png,CAC3CE2B0918F1176EFD75FF3F1D8542C9402629D1CB6DF347C8C8E2B96B215A,1488,2103,180
10,CUMCM-2003-A-002,5,B,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型.pdf,09FAC486AFB2A0AF905E373CF070497044B24FC21413D803B5DF8AC174CF61FC,derived/scale/papers/CUMCM-2003-A-002/paper.md,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,reports/scale/g11_targeted_visual_diagnostic/10_CUMCM-2003-A-002/page_B_formal_excerpt.txt,8C9145BA8ED076231DE9ECF6C7B0FCA669AEB4A94467F73735096681955A5104,reports/scale/g11_targeted_visual_diagnostic/10_CUMCM-2003-A-002/page_B.png,461850ADD4A26EBD9B5394124E5F42975980575CD352688355A62A562E500498,1488,2103,180
10,CUMCM-2003-A-002,10,C,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型.pdf,09FAC486AFB2A0AF905E373CF070497044B24FC21413D803B5DF8AC174CF61FC,derived/scale/papers/CUMCM-2003-A-002/paper.md,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,reports/scale/g11_targeted_visual_diagnostic/10_CUMCM-2003-A-002/page_C_formal_excerpt.txt,C64BF4C8F4C1CDF188E5EAC7845E92256479A37CC990B8B7AD4F6E3DCF41477B,reports/scale/g11_targeted_visual_diagnostic/10_CUMCM-2003-A-002/page_C.png,895005B889028889F73F997239DEE7CE415F392680798E1C7252BB75B3923E33,1488,2103,180
11,CUMCM-2004-B-001,1,A,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型(特等奖).pdf,EF2F3C0652EE1718FA7D6ABE0F05FF2A0EC96721AA49459394137C05475BB1E8,derived/scale/papers/CUMCM-2004-B-001/paper.md,F501017C13D9B29686DD922D65EDC0CD658E90E82A5785E427A2D829537C8626,reports/scale/g11_targeted_visual_diagnostic/11_CUMCM-2004-B-001/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/11_CUMCM-2004-B-001/page_A.png,F7CBEA8DE25B0528C0D8A12E550E1039810334B12331FD60FD68148F0E306300,1488,2103,180
11,CUMCM-2004-B-001,7,B,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型(特等奖).pdf,EF2F3C0652EE1718FA7D6ABE0F05FF2A0EC96721AA49459394137C05475BB1E8,derived/scale/papers/CUMCM-2004-B-001/paper.md,F501017C13D9B29686DD922D65EDC0CD658E90E82A5785E427A2D829537C8626,reports/scale/g11_targeted_visual_diagnostic/11_CUMCM-2004-B-001/page_B_formal_excerpt.txt,B817359BCC500F84B4ED45E1DB73A3C150EC50BFB6BC078F6167B5C3E0B958C5,reports/scale/g11_targeted_visual_diagnostic/11_CUMCM-2004-B-001/page_B.png,BEB9293E400142F42D91452A5E590B204CDD471207CD876A329BBD10063056BC,1488,2103,180
11,CUMCM-2004-B-001,14,C,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型(特等奖).pdf,EF2F3C0652EE1718FA7D6ABE0F05FF2A0EC96721AA49459394137C05475BB1E8,derived/scale/papers/CUMCM-2004-B-001/paper.md,F501017C13D9B29686DD922D65EDC0CD658E90E82A5785E427A2D829537C8626,reports/scale/g11_targeted_visual_diagnostic/11_CUMCM-2004-B-001/page_C_formal_excerpt.txt,FA65A359A273EBEE79FD096835E91A345565080F4C868B210431CF25E6C1D26B,reports/scale/g11_targeted_visual_diagnostic/11_CUMCM-2004-B-001/page_C.png,E11AE88BAC99EE049A93AFF1D72B80B240B799225B6FA71ED1435A0790AE80FC,1488,2103,180
12,CUMCM-2005-A-001,1,A,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质综合评价与预测的数学模型.pdf,4733466C8FCF3B9C3D3AD25EF33E3F4ABBC5F1CFD1DB0AE73337E1712B94F79F,derived/scale/papers/CUMCM-2005-A-001/paper.md,2EEBBD295DAA69E745D4D3A60E17C0CEEF5CCD2C3D4B962C1E8FD4F59535AFD8,reports/scale/g11_targeted_visual_diagnostic/12_CUMCM-2005-A-001/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/12_CUMCM-2005-A-001/page_A.png,EE6065E695263166B26B65EAEE75A12EC4B4DDA395B5734B18FF48B4ED03B80A,1421,1842,180
12,CUMCM-2005-A-001,6,B,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质综合评价与预测的数学模型.pdf,4733466C8FCF3B9C3D3AD25EF33E3F4ABBC5F1CFD1DB0AE73337E1712B94F79F,derived/scale/papers/CUMCM-2005-A-001/paper.md,2EEBBD295DAA69E745D4D3A60E17C0CEEF5CCD2C3D4B962C1E8FD4F59535AFD8,reports/scale/g11_targeted_visual_diagnostic/12_CUMCM-2005-A-001/page_B_formal_excerpt.txt,01F6C7E29F9B797AD499FDD82A7616E6C622C628A4663F8A90ED3ECCD1B5CF76,reports/scale/g11_targeted_visual_diagnostic/12_CUMCM-2005-A-001/page_B.png,3A898312B673FA7F7257E1D86A49674B2056187990E91BE61CF3CAF56A395F54,1421,1842,180
12,CUMCM-2005-A-001,11,C,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质综合评价与预测的数学模型.pdf,4733466C8FCF3B9C3D3AD25EF33E3F4ABBC5F1CFD1DB0AE73337E1712B94F79F,derived/scale/papers/CUMCM-2005-A-001/paper.md,2EEBBD295DAA69E745D4D3A60E17C0CEEF5CCD2C3D4B962C1E8FD4F59535AFD8,reports/scale/g11_targeted_visual_diagnostic/12_CUMCM-2005-A-001/page_C_formal_excerpt.txt,B618475093E6979BBA4318C323E135684E5DE28DAA4041A47AE0D529FC8320DF,reports/scale/g11_targeted_visual_diagnostic/12_CUMCM-2005-A-001/page_C.png,2E24046E3CC1B94A94A722D52651DAE768AF984A1E22A684F1A3633B38847F6B,1421,1842,180
13,CUMCM-2006-A-001,1,A,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社的资源配置方案.pdf,CC9E85F867A88EDEF5247AFFEA2B1BB850CC1ED0EBA5099851521799BCA94C22,derived/scale/papers/CUMCM-2006-A-001/paper.md,F711F303D778F4FCC8FBC4213E499B268F53ABFF7CCB69BACDD3DD5D6C2676CE,reports/scale/g11_targeted_visual_diagnostic/13_CUMCM-2006-A-001/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/13_CUMCM-2006-A-001/page_A.png,41EABCF28E28B99550EC32C1AFBA3039C950EFD07521711D0D5872E170E8E8EB,1489,2105,180
13,CUMCM-2006-A-001,9,B,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社的资源配置方案.pdf,CC9E85F867A88EDEF5247AFFEA2B1BB850CC1ED0EBA5099851521799BCA94C22,derived/scale/papers/CUMCM-2006-A-001/paper.md,F711F303D778F4FCC8FBC4213E499B268F53ABFF7CCB69BACDD3DD5D6C2676CE,reports/scale/g11_targeted_visual_diagnostic/13_CUMCM-2006-A-001/page_B_formal_excerpt.txt,9751E62838438076B12EE75FC0D0BF8650AF2C94407D16379811974EB234AB35,reports/scale/g11_targeted_visual_diagnostic/13_CUMCM-2006-A-001/page_B.png,091CF41939544963F30007D878CD6969CE6A5F844DD02CF1960EA743BDC4F0CF,1489,2105,180
13,CUMCM-2006-A-001,17,C,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社的资源配置方案.pdf,CC9E85F867A88EDEF5247AFFEA2B1BB850CC1ED0EBA5099851521799BCA94C22,derived/scale/papers/CUMCM-2006-A-001/paper.md,F711F303D778F4FCC8FBC4213E499B268F53ABFF7CCB69BACDD3DD5D6C2676CE,reports/scale/g11_targeted_visual_diagnostic/13_CUMCM-2006-A-001/page_C_formal_excerpt.txt,E4662B2DC4A14F2E6719B771D6BC12C36E4DAB1A3F689ECBB9F31B69154E7F09,reports/scale/g11_targeted_visual_diagnostic/13_CUMCM-2006-A-001/page_C.png,C38DB64464F00E374B64EBF8308A01CE69F3FC3F0789A3A5FAD8090E28DEBEFD,1489,2105,180
14,CUMCM-2007-A-001,1,A,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (3).pdf,88E3E71E000B6FF6DF5B4D0F47A7003C72698795524DBF97F78D4D7A97E7DB2E,derived/scale/papers/CUMCM-2007-A-001/paper.md,B1528F2EBA4BA48539DE1B6F0BD32C20EC358577E8B0E841E24563E04A40C30D,reports/scale/g11_targeted_visual_diagnostic/14_CUMCM-2007-A-001/page_A_formal_excerpt.txt,53BB20FAC1B47A0E1A6A03323C22E0F4BC5ADC2070EE5C6E9BCCCE53F9BABBA1,reports/scale/g11_targeted_visual_diagnostic/14_CUMCM-2007-A-001/page_A.png,1CC34575D5F896393C0D35FF206775783E6E3CC15C9FAC46AA110A3737E0A39A,1489,2105,180
14,CUMCM-2007-A-001,12,B,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (3).pdf,88E3E71E000B6FF6DF5B4D0F47A7003C72698795524DBF97F78D4D7A97E7DB2E,derived/scale/papers/CUMCM-2007-A-001/paper.md,B1528F2EBA4BA48539DE1B6F0BD32C20EC358577E8B0E841E24563E04A40C30D,reports/scale/g11_targeted_visual_diagnostic/14_CUMCM-2007-A-001/page_B_formal_excerpt.txt,60C739808FC0A264BA02C22443E7D1A739253CE3AC49B889DDB6BFDD2CB769AB,reports/scale/g11_targeted_visual_diagnostic/14_CUMCM-2007-A-001/page_B.png,39F40873FD86D8DECB67E6FC5FA9A7B9FA2824F5D17499D10336619EEB14EFAD,1489,2105,180
